8040084,93
0410841,138
9208216,76
9208217,76
0410843,138
0410844,138
1420063,3
1420064,3
9208218,76
7990111,896
7990112,896
8040081,93
1420061,3
7990113,896
8040082,93
1420062,3
8040083,93
4001115,551
4001116,551
4001117,551
4750971,569
4750972,569
4750973,569
4750974,569
4750975,569
4750976,569
4750977,569
4001111,551
4750978,569
4001112,551
4001114,551
8040073,93
8040074,93
8040075,93
0410831,138
8040076,93
0410832,138
9208221,76
8040077,93
0410833,138
9208222,76
0410834,138
0410835,138
0410836,138
1420052,3
0410837,138
1420053,3
1420054,3
7990101,896
7990102,896
8040071,93
1420051,3
7990103,896
8040072,93
3650002,48
3650003,48
3650004,48
3650005,48
4750961,569
3650001,48
4750962,569
4750963,567
4750964,569
4750965,569
4750966,569
4750967,569
4750968,569
3650013,48
3650014,48
3650011,48
3650012,48
9208203,76
0410851,138
9208204,76
0410852,138
9208205,76
0410853,138
9208201,76
9208202,76
8040091,93
8040092,93
8040093,93
8040094,93
3650024,48
3650025,48
3650026,48
3650027,48
3650021,48
3650022,48
3650023,48
3650028,48
4750927,569
4750928,569
4750929,569
8113506,940
8113507,940
0410801,138
6461421,735
0410802,138
0410803,138
0410804,138
0410805,138
0410806,138
0410807,138
0410808,138
3650035,48
3650036,48
3650037,48
3650038,48
3650031,48
3650032,48
3650033,48
3650034,48
8113513,940
4750931,569
8113514,940
4750932,569
8113515,940
4750933,569
8113516,940
3650039,48
4750934,569
6461416,735
3591131,4
4750935,569
6461417,735
3591132,4
4750936,569
8113511,940
3591133,4
4750937,569
8113512,940
4750916,569
6461434,735
4750917,569
6461435,735
4750918,569
6461436,735
6461437,735
6461431,735
6461432,735
6461433,735
3650041,48
3591145,4
3650046,48
3591146,4
3650047,48
3591147,4
3591148,4
3650042,48
3650043,48
3650044,48
7221561,845
3650045,48
7221562,845
7221563,845
7221564,845
4750921,569
7221565,845
4750922,569
3591141,4
4750923,569
3591142,4
4750924,569
8113521,940
3591143,4
4750925,569
8113522,940
3591144,4
4750926,569
6461401,735
6461402,735
0410821,138
0410822,138
0410823,138
0410824,138
1420041,3
1420042,3
3650051,48
1420043,3
3650052,48
3591156,4
3650057,48
3650058,48
3650059,48
3650053,48
3650054,48
3650055,48
3650056,48
4750951,569
4750952,569
4750953,569
4750954,569
3591151,4
4750955,569
3591152,4
4750956,569
3591153,4
4750957,569
3591154,4
4750958,569
3591155,4
4750959,569
4750938,569
6461412,735
4750939,569
6461413,735
6461414,735
6461415,735
0410811,138
0410812,138
0410813,138
6461411,735
3650061,48
3650062,48
3650063,48
3591167,4
3650068,48
4001126,551
4001127,551
3650064,48
3650065,48
3650066,48
3650067,48
4750941,569
8113502,940
4750942,569
8113503,940
3591161,4
4750943,569
8113504,940
3591162,4
4001121,551
4750944,569
8113505,940
3591163,4
4001122,551
4750945,569
3591164,4
4001123,551
4750946,569
3591165,4
4001124,551
4750947,569
3591166,4
4001125,551
4750948,569
8113501,940
8040001,93
8040003,93
6231123,773
6231124,773
6231121,773
6231122,773
7221516,847
3591101,4
6231134,773
3591102,4
3591103,4
3591104,4
3591105,4
3591106,4
6231131,773
6231132,773
6231133,773
4750905,569
4750906,569
8040021,93
8040022,93
8040023,93
8040024,93
8040025,93
3591112,4
3591113,4
3591114,4
3591115,4
3591116,4
3591117,4
3591118,4
8040015,93
4750911,569
4750912,569
6461438,735
6461439,735
4750914,569
3591111,4
4750915,569
8040011,93
8040012,93
8040013,93
8040014,93
3591123,4
3591124,4
3591125,4
3591126,4
3591127,4
3591128,4
8040004,93
4750901,569
4750902,569
3591121,4
4750903,569
3591122,4
4750904,569
8040041,93
8040042,93
8040043,93
8040044,93
8040031,93
8040032,93
8040033,93
8040062,93
8040063,93
8040064,93
8040065,93
8040066,93
8040067,93
8040061,93
7221511,847
7221512,847
7221513,847
7221514,847
7221515,847
8040051,93
8040052,93
8040053,93
8040054,93
7221501,847
9620803,248
9620804,248
9620805,248
9620806,248
9620807,248
9620811,248
9620812,248
9620813,248
9620814,248
9620815,248
9620816,248
9620817,248
9620818,248
9620821,248
9620822,248
9620823,248
9620824,248
9620801,248
9620802,248
9620847,248
8750211,972
9620848,248
8750212,972
8750213,972
8750214,972
8750215,972
8750216,972
9620851,248
9620852,248
9620853,248
9620854,248
9620855,248
9620856,248
9620857,248
9620858,248
9620859,248
8750201,972
8750202,972
8750203,972
9620861,248
9620862,248
9620863,248
9620864,248
9620865,248
9620866,248
9620867,248
9620868,248
9620825,248
8750233,972
9620826,248
8750234,972
9620827,248
8750235,972
8750236,972
8750237,972
8750231,972
8750232,972
9620831,248
9620832,248
9620833,248
9620834,248
9620835,248
9620836,248
8750222,972
9620837,248
9620838,248
8750224,972
9620839,248
8750221,972
9620841,248
9620842,248
9620843,248
9620844,248
9620845,248
9620846,248
3650071,48
3650072,48
3650073,48
3650074,48
3650075,48
3650076,48
3650077,48
3650078,48
1900001,3
1900002,42
1900003,42
1900004,42
1900011,42
1900012,42
1900013,42
1900014,42
1900015,42
8691411,967
8691412,967
0890241,156
0890242,156
0890243,156
1900021,42
1900022,42
1900023,42
8691402,967
8691403,967
8691404,967
8691401,967
5050002,574
5050003,574
5050004,574
5050005,574
5050001,574
1900031,42
1900032,42
1900033,42
1900034,42
4750881,569
4750882,569
4750883,569
4750884,569
4750885,569
4750886,569
4750887,569
7990121,896
7990126,896
7990127,896
7990128,896
7990122,896
7990123,896
7990124,896
7990125,896
5760066,72
5050051,574
5050052,574
5760062,72
5760064,72
5760065,72
5050053,574
5050054,574
5050055,574
5050056,574
4750851,569
4750852,569
4750853,569
4750854,569
4750855,569
4750856,569
5760061,72
4750857,569
4750858,569
4750859,569
7510881,83
7510882,83
7510883,83
7510884,83
7510885,83
7510886,83
7510887,83
7510888,83
4750841,569
4750842,569
4750843,569
4750844,569
4750845,569
4750846,569
4750847,569
4750848,569
5050071,574
5050072,574
5050073,574
9870061,229
5050074,574
9870062,229
9870063,229
9870064,229
9870065,229
9870066,229
9870067,229
9870068,229
9870069,229
5050075,574
5050076,574
5050077,574
4001214,55
4001215,55
4001216,55
4001217,55
4001218,55
4750871,569
4001219,55
4750872,569
4750873,569
4750874,569
4750875,569
4750876,569
4750877,569
4750878,569
4001211,55
4001212,55
4001213,55
9870051,229
9870052,229
9870053,229
9870054,229
9870055,229
9870056,229
9870057,229
9870058,229
9870059,229
4750861,569
4750862,569
4750863,569
4750864,569
4750865,569
4750866,569
4750867,569
4750868,569
4750869,569
4750806,569
5760022,72
6711104,790
4750807,569
6711105,790
4750808,569
6711106,790
6711107,790
9390133,766
9870041,229
9390134,766
6711101,790
9870042,229
9390135,766
6711102,790
9870043,229
5760021,72
6711103,790
7510851,83
9870044,229
5050013,574
7510852,83
9870045,229
5050014,574
7510853,83
9870046,229
5050015,574
7510854,83
5050016,574
7510855,83
6711108,790
7510856,83
7510857,83
5050011,574
7510858,83
5050012,574
7510859,83
7510849,83
0660001,123
0660002,123
0660003,123
0660004,123
5050006,574
0660005,123
5050007,574
0660006,123
5050008,574
0660007,123
5050009,574
0660008,123
0660009,123
9390141,766
9390142,766
9390143,766
4750813,569
4750814,569
4750815,569
4750816,569
5760034,72
5760035,72
5760036,72
9390144,766
9390145,766
9870031,229
5760031,72
9870032,229
5760032,72
9870033,229
5050024,574
7510841,83
9870034,229
5050025,574
7510842,83
9870035,229
5050026,574
7510843,83
9870036,229
5050027,574
7510844,83
9870037,229
7510845,83
9870038,229
5050021,574
7510846,83
5050022,574
7510847,83
5050023,574
7510848,83
7510838,83
7510839,83
5050017,574
5050018,574
5050019,574
9390151,766
9390152,766
9390153,766
9390154,766
4750801,569
4750802,569
4750803,569
4750804,569
4750805,569
4750828,569
9390155,766
6711122,790
9390156,766
5760041,72
6711123,790
7510871,83
5760042,72
6711124,790
7510872,83
9870021,229
5760043,72
6711125,790
7510873,83
9870022,229
5050035,574
7510874,83
5050036,574
7510875,83
9870024,229
5050037,574
7510876,83
9870025,229
5050038,574
7510877,83
9870026,229
5050031,574
7510878,83
5050032,574
7510879,83
5050033,574
5050034,574
5050028,574
5050029,574
4750831,569
4750832,569
4750833,569
4750834,569
6711121,790
4750835,569
4750836,569
4750837,569
4750838,569
4750817,569
6711115,790
6711116,790
4750819,569
5050041,574
6711111,790
6711112,790
5760053,72
6711113,790
7510861,83
5760054,72
6711114,790
7510862,83
9870011,229
5050046,574
7510863,83
9870012,229
7510864,83
9870013,229
7510865,83
9870014,229
7510866,83
9870015,229
5050042,574
7510867,83
5050043,574
7510868,83
5050044,574
7510869,83
5050045,574
5050039,574
4750821,569
4750822,52
4750823,569
4750824,569
4750825,569
9390171,767
4750826,569
4750827,569
9870001,229
9870002,229
9870003,229
9870004,229
0660041,123
9870005,229
0660042,123
9870006,229
0660043,123
0660044,123
0660045,123
0660046,123
0660047,123
7221411,847
7221412,847
6461339,735
7221413,847
7221414,847
7221415,847
7221416,847
9390104,766
9390105,766
9390106,766
9390101,766
9390102,766
9390103,766
3400805,48
3400806,48
3400807,48
3400808,48
3400801,48
3400802,48
0660031,123
3400803,48
0660032,123
3400804,48
0660033,123
0660034,123
0660035,123
0660036,123
0660037,123
0660038,123
0660039,123
9390115,766
6461324,735
9390116,766
6461325,735
9390117,766
6461326,735
9390118,766
9390111,766
6461321,735
6461322,735
6461323,735
0660021,123
0660022,123
9140833,770
0660023,123
9140834,770
0660024,123
9140835,770
0660025,123
0660026,123
0660027,123
0660028,123
9140831,770
0660029,123
9140832,770
9390121,766
9042421,98
9042422,98
9390126,766
6461335,735
7221417,847
9390127,766
6461336,735
9390128,766
6461337,735
6461338,735
9390122,766
6461331,735
9390123,766
6461332,735
9390124,766
6461333,735
9390125,766
6461334,735
0660011,123
9140844,770
0660012,123
9140845,770
0660013,123
0660014,123
0660015,123
0660016,123
9140841,770
0660017,123
9140842,770
0660018,123
9140843,770
0660019,123
9390131,766
9390132,766
9101214,776
3400831,48
9101215,776
3400832,48
9101216,776
3400833,48
9101217,776
9101211,776
9101212,776
9101213,776
0660081,123
0660082,123
0660083,123
0660084,123
3400834,48
3400835,48
9140811,770
9140812,770
9140813,770
9140814,770
9140815,770
9101225,776
9042423,98
9101226,776
9042424,98
9101227,776
9042425,98
9101228,776
9042426,98
9101221,770
9042427,98
9101222,776
9042428,98
9101223,776
9101224,776
0660071,123
0660072,123
0660073,123
0660074,123
0660075,123
0660076,123
0660077,123
9140822,770
0660078,123
9140823,770
9140824,770
9140825,770
9140821,770
9101218,776
3400811,48
3400816,48
0660061,123
0660062,123
3400812,48
0660063,123
3400813,48
0660064,123
3400814,48
0660065,123
3400815,48
0660066,123
0660067,123
0660068,123
0660069,123
3400821,48
3400822,48
0660051,123
3400823,48
0660052,123
3400824,48
0660053,123
3400825,48
0660054,123
3400826,48
0660055,123
0660056,123
9140801,770
0660057,123
9140802,770
9140803,770
9140805,770
9140806,770
9140807,770
9101302,776
9101303,776
9101304,776
9101305,776
9101301,776
9101313,776
9101314,776
9101315,776
9101316,776
9101311,776
9101312,776
0180184,184
9101324,776
0180185,184
9101325,776
0180186,184
9101326,776
0180187,184
0180181,184
9101321,776
0180182,184
9101322,776
0180183,184
